# Data from Open Admin Data (https://openadmindata.org/ng/) — CC-BY-4.0. Please cite: https://github.com/open-admin-data/nigeria-administrative-divisions
id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.state,children_count.lga,children_count.ward,zip_codes,geo.lat,geo.lon,source_url
NG008025,2,Local Government Area,Local Government Area,Ngala,Ngala,ngala-ng008025,NG008025,,NG008,Borno,Borno,,,12,,12.293,14.199,
NG008026,2,Local Government Area,Local Government Area,Nganzai,Nganzai,nganzai-ng008026,NG008026,,NG008,Borno,Borno,,,12,,12.459,13.107,
NG008027,2,Local Government Area,Local Government Area,Shani,Shani,shani-ng008027,NG008027,,NG008,Borno,Borno,,,11,,10.193,11.953,
NG009,1,State,State,Cross River,Cross River,cross-river-ng009,NG009,,,,,,18,193,,5.791,8.403,https://openadmindata.org/ng/states/cross-river-ng009/
NG009001,2,Local Government Area,Local Government Area,Abi,Abi,abi-ng009001,NG009001,,NG009,Cross River,Cross River,,,10,,5.883,8.029,
NG009002,2,Local Government Area,Local Government Area,Akamkpa,Akamkpa,akamkpa-ng009002,NG009002,,NG009,Cross River,Cross River,,,10,,5.388,8.528,
NG009003,2,Local Government Area,Local Government Area,Akpabuyo,Akpabuyo,akpabuyo-ng009003,NG009003,,NG009,Cross River,Cross River,,,10,,4.901,8.482,
NG009005,2,Local Government Area,Local Government Area,Bakassi,Bakassi,bakassi-ng009005,NG009005,,NG009,Cross River,Cross River,,,10,,4.807,8.562,
NG009006,2,Local Government Area,Local Government Area,Bekwara,Bekwara,bekwara-ng009006,NG009006,,NG009,Cross River,Cross River,,,10,,6.705,8.894,
NG009007,2,Local Government Area,Local Government Area,Biase,Biase,biase-ng009007,NG009007,,NG009,Cross River,Cross River,,,11,,5.547,8.052,
NG009008,2,Local Government Area,Local Government Area,Boki,Boki,boki-ng009008,NG009008,,NG009,Cross River,Cross River,,,11,,6.271,9.043,
NG009009,2,Local Government Area,Local Government Area,Calabar South,Calabar South,calabar-south-ng009009,NG009009,,NG009,Cross River,Cross River,,,12,,4.878,8.312,
NG009010,2,Local Government Area,Local Government Area,Calabar-Municipal,Calabar-Municipal,calabar-municipal-ng009010,NG009010,,NG009,Cross River,Cross River,,,10,,5.019,8.347,
NG009011,2,Local Government Area,Local Government Area,Etung,Etung,etung-ng009011,NG009011,,NG009,Cross River,Cross River,,,10,,5.878,8.809,
NG009012,2,Local Government Area,Local Government Area,Ikom,Ikom,ikom-ng009012,NG009012,,NG009,Cross River,Cross River,,,11,,6.061,8.668,
NG009013,2,Local Government Area,Local Government Area,Obanliku,Obanliku,obanliku-ng009013,NG009013,,NG009,Cross River,Cross River,,,10,,6.494,9.354,
NG009014,2,Local Government Area,Local Government Area,Obubra,Obubra,obubra-ng009014,NG009014,,NG009,Cross River,Cross River,,,11,,6.015,8.415,
NG009015,2,Local Government Area,Local Government Area,Obudu,Obudu,obudu-ng009015,NG009015,,NG009,Cross River,Cross River,,,10,,6.56,9.08,
NG009016,2,Local Government Area,Local Government Area,Odukpani,Odukpani,odukpani-ng009016,NG009016,,NG009,Cross River,Cross River,,,13,,5.179,8.205,
NG009017,2,Local Government Area,Local Government Area,Ogoja,Ogoja,ogoja-ng009017,NG009017,,NG009,Cross River,Cross River,,,10,,6.527,8.689,
NG009018,2,Local Government Area,Local Government Area,Yakurr,Yakurr,yakurr-ng009018,NG009018,,NG009,Cross River,Cross River,,,13,,5.818,8.178,
NG009019,2,Local Government Area,Local Government Area,Yala,Yala,yala-ng009019,NG009019,,NG009,Cross River,Cross River,,,11,,6.587,8.512,
NG010,1,State,State,Delta,Delta,delta-ng010,NG010,,,,,,25,270,,5.757,5.5,https://openadmindata.org/ng/states/delta-ng010/
NG010001,2,Local Government Area,Local Government Area,Aniocha North,Aniocha North,aniocha-north-ng010001,NG010001,,NG010,Delta,Delta,,,10,,6.368,6.47,
NG010002,2,Local Government Area,Local Government Area,Aniocha South,Aniocha South,aniocha-south-ng010002,NG010002,,NG010,Delta,Delta,,,11,,6.145,6.474,
NG010003,2,Local Government Area,Local Government Area,Bomadi,Bomadi,bomadi-ng010003,NG010003,,NG010,Delta,Delta,,,10,,5.226,5.81,
NG010004,2,Local Government Area,Local Government Area,Burutu,Burutu,burutu-ng010004,NG010004,,NG010,Delta,Delta,,,11,,5.234,5.571,
NG010005,2,Local Government Area,Local Government Area,Ethiope East,Ethiope East,ethiope-east-ng010005,NG010005,,NG010,Delta,Delta,,,11,,5.667,5.972,
NG010006,2,Local Government Area,Local Government Area,Ethiope West,Ethiope West,ethiope-west-ng010006,NG010006,,NG010,Delta,Delta,,,11,,5.911,5.776,
NG010007,2,Local Government Area,Local Government Area,Ika North East,Ika North East,ika-north-east-ng010007,NG010007,,NG010,Delta,Delta,,,14,,6.237,6.321,
NG010008,2,Local Government Area,Local Government Area,Ika South,Ika South,ika-south-ng010008,NG010008,,NG010,Delta,Delta,,,12,,6.187,6.134,
NG010009,2,Local Government Area,Local Government Area,Isoko North,Isoko North,isoko-north-ng010009,NG010009,,NG010,Delta,Delta,,,13,,5.514,6.126,
NG010010,2,Local Government Area,Local Government Area,Isoko South,Isoko South,isoko-south-ng010010,NG010010,,NG010,Delta,Delta,,,11,,5.397,6.214,
NG010011,2,Local Government Area,Local Government Area,Ndokwa East,Ndokwa East,ndokwa-east-ng010011,NG010011,,NG010,Delta,Delta,,,10,,5.663,6.503,
NG010012,2,Local Government Area,Local Government Area,Ndokwa West,Ndokwa West,ndokwa-west-ng010012,NG010012,,NG010,Delta,Delta,,,10,,5.826,6.416,
NG010013,2,Local Government Area,Local Government Area,Okpe,Okpe,okpe-ng010013,NG010013,,NG010,Delta,Delta,,,10,,5.7,5.743,
NG010014,2,Local Government Area,Local Government Area,Oshimili North,Oshimili North,oshimili-north-ng010014,NG010014,,NG010,Delta,Delta,,,10,,6.304,6.645,
NG010015,2,Local Government Area,Local Government Area,Oshimili South,Oshimili South,oshimili-south-ng010015,NG010015,,NG010,Delta,Delta,,,11,,6.13,6.731,
NG010016,2,Local Government Area,Local Government Area,Patani,Patani,patani-ng010016,NG010016,,NG010,Delta,Delta,,,10,,5.19,6.104,
NG010017,2,Local Government Area,Local Government Area,Sapele,Sapele,sapele-ng010017,NG010017,,NG010,Delta,Delta,,,11,,5.836,5.659,
NG010018,2,Local Government Area,Local Government Area,Udu,Udu,udu-ng010018,NG010018,,NG010,Delta,Delta,,,10,,5.477,5.812,
NG010019,2,Local Government Area,Local Government Area,Ughelli North,Ughelli North,ughelli-north-ng010019,NG010019,,NG010,Delta,Delta,,,11,,5.487,6.011,
NG010020,2,Local Government Area,Local Government Area,Ughelli South,Ughelli South,ughelli-south-ng010020,NG010020,,NG010,Delta,Delta,,,11,,5.36,5.968,
NG010021,2,Local Government Area,Local Government Area,Ukwuani,Ukwuani,ukwuani-ng010021,NG010021,,NG010,Delta,Delta,,,10,,5.849,6.252,
NG010022,2,Local Government Area,Local Government Area,Uvwie,Uvwie,uvwie-ng010022,NG010022,,NG010,Delta,Delta,,,10,,5.568,5.78,
NG010023,2,Local Government Area,Local Government Area,Warri North,Warri North,warri-north-ng010023,NG010023,,NG010,Delta,Delta,,,10,,5.931,5.137,
NG010024,2,Local Government Area,Local Government Area,Warri South,Warri South,warri-south-ng010024,NG010024,,NG010,Delta,Delta,,,12,,5.667,5.603,
NG010025,2,Local Government Area,Local Government Area,Warri South West,Warri South West,warri-south-west-ng010025,NG010025,,NG010,Delta,Delta,,,10,,5.606,5.332,
NG011,1,State,State,Ebonyi,Ebonyi,ebonyi-ng011,NG011,,,,,,13,171,,6.24,8.067,https://openadmindata.org/ng/states/ebonyi-ng011/
NG011001,2,Local Government Area,Local Government Area,Abakaliki,Abakaliki,abakaliki-ng011001,NG011001,,NG011,Ebonyi,Ebonyi,,,14,,6.257,8.244,
NG011002,2,Local Government Area,Local Government Area,Afikpo North,Afikpo North,afikpo-north-ng011002,NG011002,,NG011,Ebonyi,Ebonyi,,,12,,5.858,7.923,
NG011003,2,Local Government Area,Local Government Area,Afikpo South,Afikpo South,afikpo-south-ng011003,NG011003,,NG011,Ebonyi,Ebonyi,,,11,,5.827,7.784,
NG011004,2,Local Government Area,Local Government Area,Ebonyi,Ebonyi,ebonyi-ng011004,NG011004,,NG011,Ebonyi,Ebonyi,,,13,,6.558,8.112,
NG011005,2,Local Government Area,Local Government Area,Ezza North,Ezza North,ezza-north-ng011005,NG011005,,NG011,Ebonyi,Ebonyi,,,11,,6.264,7.979,
NG011006,2,Local Government Area,Local Government Area,Ezza South,Ezza South,ezza-south-ng011006,NG011006,,NG011,Ebonyi,Ebonyi,,,11,,6.126,7.998,
NG011007,2,Local Government Area,Local Government Area,Ikwo,Ikwo,ikwo-ng011007,NG011007,,NG011,Ebonyi,Ebonyi,,,20,,6.081,8.179,
NG011008,2,Local Government Area,Local Government Area,Ishielu,Ishielu,ishielu-ng011008,NG011008,,NG011,Ebonyi,Ebonyi,,,16,,6.41,7.844,
NG011009,2,Local Government Area,Local Government Area,Ivo,Ivo,ivo-ng011009,NG011009,,NG011,Ebonyi,Ebonyi,,,11,,5.914,7.641,
NG011010,2,Local Government Area,Local Government Area,Izzi,Izzi,izzi-ng011010,NG011010,,NG011,Ebonyi,Ebonyi,,,14,,6.525,8.275,
NG011011,2,Local Government Area,Local Government Area,Ohaozara,Ohaozara,ohaozara-ng011011,NG011011,,NG011,Ebonyi,Ebonyi,,,11,,6.002,7.788,
NG011012,2,Local Government Area,Local Government Area,Ohaukwu,Ohaukwu,ohaukwu-ng011012,NG011012,,NG011,Ebonyi,Ebonyi,,,15,,6.539,8.008,
NG011013,2,Local Government Area,Local Government Area,Onicha,Onicha,onicha-ng011013,NG011013,,NG011,Ebonyi,Ebonyi,,,12,,6.119,7.817,
NG012,1,State,State,Edo,Edo,edo-ng012,NG012,,,,,,18,192,,6.665,5.874,https://openadmindata.org/ng/states/edo-ng012/
NG012001,2,Local Government Area,Local Government Area,Akoko-Edo,Akoko-Edo,akoko-edo-ng012001,NG012001,,NG012,Edo,Edo,,,10,,7.352,6.125,
NG012002,2,Local Government Area,Local Government Area,Egor,Egor,egor-ng012002,NG012002,,NG012,Edo,Edo,,,10,,6.357,5.587,
NG012003,2,Local Government Area,Local Government Area,Esan Central,Esan Central,esan-central-ng012003,NG012003,,NG012,Edo,Edo,,,10,,6.705,6.208,
NG012004,2,Local Government Area,Local Government Area,Esan North East,Esan North East,esan-north-east-ng012004,NG012004,,NG012,Edo,Edo,,,11,,6.78,6.422,
NG012005,2,Local Government Area,Local Government Area,Esan South East,Esan South East,esan-south-east-ng012005,NG012005,,NG012,Edo,Edo,,,10,,6.577,6.486,
NG012006,2,Local Government Area,Local Government Area,Esan West,Esan West,esan-west-ng012006,NG012006,,NG012,Edo,Edo,,,10,,6.655,6.14,
NG012007,2,Local Government Area,Local Government Area,Etsako Central,Etsako Central,etsako-central-ng012007,NG012007,,NG012,Edo,Edo,,,10,,6.976,6.516,
NG012008,2,Local Government Area,Local Government Area,Etsako East,Etsako East,etsako-east-ng012008,NG012008,,NG012,Edo,Edo,,,10,,7.188,6.516,
NG012009,2,Local Government Area,Local Government Area,Etsako West,Etsako West,etsako-west-ng012009,NG012009,,NG012,Edo,Edo,,,12,,7.001,6.302,
NG012010,2,Local Government Area,Local Government Area,Igueben,Igueben,igueben-ng012010,NG012010,,NG012,Edo,Edo,,,10,,6.509,6.247,
NG012011,2,Local Government Area,Local Government Area,Ikpoba-Okha,Ikpoba-Okha,ikpoba-okha-ng012011,NG012011,,NG012,Edo,Edo,,,10,,6.2,5.662,
NG012012,2,Local Government Area,Local Government Area,Oredo,Oredo,oredo-ng012012,NG012012,,NG012,Edo,Edo,,,12,,6.233,5.564,
NG012013,2,Local Government Area,Local Government Area,Orhionmwon,Orhionmwon,orhionmwon-ng012013,NG012013,,NG012,Edo,Edo,,,12,,6.088,5.948,
NG012014,2,Local Government Area,Local Government Area,Ovia North East,Ovia North East,ovia-north-east-ng012014,NG012014,,NG012,Edo,Edo,,,13,,6.397,5.503,
NG012015,2,Local Government Area,Local Government Area,Ovia South West,Ovia South West,ovia-south-west-ng012015,NG012015,,NG012,Edo,Edo,,,10,,6.471,5.299,
NG012016,2,Local Government Area,Local Government Area,Owan East,Owan East,owan-east-ng012016,NG012016,,NG012,Edo,Edo,,,11,,7.029,6.106,
NG012017,2,Local Government Area,Local Government Area,Owan West,Owan West,owan-west-ng012017,NG012017,,NG012,Edo,Edo,,,11,,6.934,5.887,
NG012018,2,Local Government Area,Local Government Area,Uhunmwonde,Uhunmwonde,uhunmwonde-ng012018,NG012018,,NG012,Edo,Edo,,,10,,6.526,5.9,
NG013,1,State,State,Ekiti,Ekiti,ekiti-ng013,NG013,,,,,,16,177,,7.695,5.298,https://openadmindata.org/ng/states/ekiti-ng013/
NG013001,2,Local Government Area,Local Government Area,Ado Ekiti,Ado Ekiti,ado-ekiti-ng013001,NG013001,,NG013,Ekiti,Ekiti,,,13,,7.627,5.252,
NG013002,2,Local Government Area,Local Government Area,Aiyekire (Gbonyin),Aiyekire (Gbonyin),aiyekire-gbonyin-ng013002,NG013002,,NG013,Ekiti,Ekiti,,,10,,7.602,5.512,
NG013003,2,Local Government Area,Local Government Area,Efon,Efon,efon-ng013003,NG013003,,NG013,Ekiti,Ekiti,,,10,,7.681,4.931,
NG013004,2,Local Government Area,Local Government Area,Ekiti East,Ekiti East,ekiti-east-ng013004,NG013004,,NG013,Ekiti,Ekiti,,,12,,7.725,5.664,
NG013005,2,Local Government Area,Local Government Area,Ekiti South West,Ekiti South West,ekiti-south-west-ng013005,NG013005,,NG013,Ekiti,Ekiti,,,11,,7.523,5.033,
NG013006,2,Local Government Area,Local Government Area,Ekiti West,Ekiti West,ekiti-west-ng013006,NG013006,,NG013,Ekiti,Ekiti,,,11,,7.719,5.045,
NG013007,2,Local Government Area,Local Government Area,Emure,Emure,emure-ng013007,NG013007,,NG013,Ekiti,Ekiti,,,10,,7.416,5.509,
NG013008,2,Local Government Area,Local Government Area,Ido-Osi,Ido-Osi,ido-osi-ng013008,NG013008,,NG013,Ekiti,Ekiti,,,11,,7.863,5.197,
NG013009,2,Local Government Area,Local Government Area,Ijero,Ijero,ijero-ng013009,NG013009,,NG013,Ekiti,Ekiti,,,12,,7.832,5.058,
NG013010,2,Local Government Area,Local Government Area,Ikere,Ikere,ikere-ng013010,NG013010,,NG013,Ekiti,Ekiti,,,11,,7.494,5.209,
NG013011,2,Local Government Area,Local Government Area,Ikole,Ikole,ikole-ng013011,NG013011,,NG013,Ekiti,Ekiti,,,12,,7.883,5.516,
NG013012,2,Local Government Area,Local Government Area,Ilejemeji,Ilejemeji,ilejemeji-ng013012,NG013012,,NG013,Ekiti,Ekiti,,,10,,7.96,5.231,
NG013013,2,Local Government Area,Local Government Area,Irepodun/Ifelodun,Irepodun/Ifelodun,irepodunifelodun-ng013013,NG013013,,NG013,Ekiti,Ekiti,,,11,,7.706,5.339,
NG013014,2,Local Government Area,Local Government Area,Ise/Orun,Ise/Orun,iseorun-ng013014,NG013014,,NG013,Ekiti,Ekiti,,,10,,7.415,5.387,
NG013015,2,Local Government Area,Local Government Area,Moba,Moba,moba-ng013015,NG013015,,NG013,Ekiti,Ekiti,,,11,,7.993,5.131,
NG013016,2,Local Government Area,Local Government Area,Oye,Oye,oye-ng013016,NG013016,,NG013,Ekiti,Ekiti,,,12,,7.881,5.338,
NG014,1,State,State,Enugu,Enugu,enugu-ng014,NG014,,,,,,17,260,,6.52,7.393,https://openadmindata.org/ng/states/enugu-ng014/
NG014001,2,Local Government Area,Local Government Area,Aninri,Aninri,aninri-ng014001,NG014001,,NG014,Enugu,Enugu,,,10,,6.068,7.597,
NG014002,2,Local Government Area,Local Government Area,Awgu,Awgu,awgu-ng014002,NG014002,,NG014,Enugu,Enugu,,,11,,6.173,7.451,
NG014003,2,Local Government Area,Local Government Area,Enugu East,Enugu East,enugu-east-ng014003,NG014003,,NG014,Enugu,Enugu,,,12,,6.559,7.557,
NG014004,2,Local Government Area,Local Government Area,Enugu North,Enugu North,enugu-north-ng014004,NG014004,,NG014,Enugu,Enugu,,,13,,6.441,7.538,
NG014005,2,Local Government Area,Local Government Area,Enugu South,Enugu South,enugu-south-ng014005,NG014005,,NG014,Enugu,Enugu,,,13,,6.393,7.516,
NG014006,2,Local Government Area,Local Government Area,Ezeagu,Ezeagu,ezeagu-ng014006,NG014006,,NG014,Enugu,Enugu,,,20,,6.417,7.238,
NG014007,2,Local Government Area,Local Government Area,Igbo-Etiti,Igbo-Etiti,igbo-etiti-ng014007,NG014007,,NG014,Enugu,Enugu,,,20,,6.69,7.392,
NG014008,2,Local Government Area,Local Government Area,Igbo-Eze North,Igbo-Eze North,igbo-eze-north-ng014008,NG014008,,NG014,Enugu,Enugu,,,20,,7.018,7.468,
NG014009,2,Local Government Area,Local Government Area,Igbo-Eze South,Igbo-Eze South,igbo-eze-south-ng014009,NG014009,,NG014,Enugu,Enugu,,,16,,6.956,7.362,
NG014010,2,Local Government Area,Local Government Area,Isi-Uzo,Isi-Uzo,isi-uzo-ng014010,NG014010,,NG014,Enugu,Enugu,,,11,,6.739,7.707,
NG014011,2,Local Government Area,Local Government Area,Nkanu East,Nkanu East,nkanu-east-ng014011,NG014011,,NG014,Enugu,Enugu,,,14,,6.335,7.673,
NG014012,2,Local Government Area,Local Government Area,Nkanu West,Nkanu West,nkanu-west-ng014012,NG014012,,NG014,Enugu,Enugu,,,14,,6.328,7.534,
NG014013,2,Local Government Area,Local Government Area,Nsukka,Nsukka,nsukka-ng014013,NG014013,,NG014,Enugu,Enugu,,,20,,6.847,7.372,
NG014014,2,Local Government Area,Local Government Area,Oji-River,Oji-River,oji-river-ng014014,NG014014,,NG014,Enugu,Enugu,,,20,,6.165,7.303,
NG014015,2,Local Government Area,Local Government Area,Udenu,Udenu,udenu-ng014015,NG014015,,NG014,Enugu,Enugu,,,10,,6.898,7.561,
NG014016,2,Local Government Area,Local Government Area,Udi,Udi,udi-ng014016,NG014016,,NG014,Enugu,Enugu,,,20,,6.436,7.399,
NG014017,2,Local Government Area,Local Government Area,Uzo-Uwani,Uzo-Uwani,uzo-uwani-ng014017,NG014017,,NG014,Enugu,Enugu,,,16,,6.689,7.158,
NG015,1,State,State,Federal Capital Territory,Federal Capital Territory,federal-capital-territory-ng015,NG015,,,,,,6,62,,9.013,7.191,https://openadmindata.org/ng/states/federal-capital-territory-ng015/
NG015001,2,Local Government Area,Local Government Area,Abaji,Abaji,abaji-ng015001,NG015001,,NG015,Federal Capital Territory,Federal Capital Territory,,,10,,8.84,6.819,
NG015002,2,Local Government Area,Local Government Area,Abuja Municipal,Abuja Municipal,abuja-municipal-ng015002,NG015002,,NG015,Federal Capital Territory,Federal Capital Territory,,,12,,8.882,7.418,
NG015003,2,Local Government Area,Local Government Area,Bwari,Bwari,bwari-ng015003,NG015003,,NG015,Federal Capital Territory,Federal Capital Territory,,,10,,9.233,7.47,
NG015004,2,Local Government Area,Local Government Area,Gwagwalada,Gwagwalada,gwagwalada-ng015004,NG015004,,NG015,Federal Capital Territory,Federal Capital Territory,,,10,,9.076,7.054,
NG015005,2,Local Government Area,Local Government Area,Kuje,Kuje,kuje-ng015005,NG015005,,NG015,Federal Capital Territory,Federal Capital Territory,,,10,,8.696,7.278,
NG015006,2,Local Government Area,Local Government Area,Kwali,Kwali,kwali-ng015006,NG015006,,NG015,Federal Capital Territory,Federal Capital Territory,,,10,,8.717,6.963,
NG016,1,State,State,Gombe,Gombe,gombe-ng016,NG016,,,,,,11,114,,10.431,11.225,https://openadmindata.org/ng/states/gombe-ng016/
NG016001,2,Local Government Area,Local Government Area,Akko,Akko,akko-ng016001,NG016001,,NG016,Gombe,Gombe,,,11,,10.105,10.994,
NG016002,2,Local Government Area,Local Government Area,Balanga,Balanga,balanga-ng016002,NG016002,,NG016,Gombe,Gombe,,,10,,9.816,11.716,
NG016003,2,Local Government Area,Local Government Area,Billiri,Billiri,billiri-ng016003,NG016003,,NG016,Gombe,Gombe,,,10,,9.842,11.127,
NG016004,2,Local Government Area,Local Government Area,Dukku,Dukku,dukku-ng016004,NG016004,,NG016,Gombe,Gombe,,,11,,10.787,10.822,
NG016005,2,Local Government Area,Local Government Area,Funakaye,Funakaye,funakaye-ng016005,NG016005,,NG016,Gombe,Gombe,,,10,,10.814,11.444,
NG016006,2,Local Government Area,Local Government Area,Gombe,Gombe,gombe-ng016006,NG016006,,NG016,Gombe,Gombe,,,11,,10.295,11.158,
NG016007,2,Local Government Area,Local Government Area,Kaltungo,Kaltungo,kaltungo-ng016007,NG016007,,NG016,Gombe,Gombe,,,10,,9.841,11.432,
NG016008,2,Local Government Area,Local Government Area,Kwami,Kwami,kwami-ng016008,NG016008,,NG016,Gombe,Gombe,,,10,,10.495,11.184,
NG016009,2,Local Government Area,Local Government Area,Nafada,Nafada,nafada-ng016009,NG016009,,NG016,Gombe,Gombe,,,10,,11.051,11.247,
NG016010,2,Local Government Area,Local Government Area,Shomgom,Shomgom,shomgom-ng016010,NG016010,,NG016,Gombe,Gombe,,,10,,9.75,11.247,
NG016011,2,Local Government Area,Local Government Area,Yamaltu/Deba,Yamaltu/Deba,yamaltudeba-ng016011,NG016011,,NG016,Gombe,Gombe,,,11,,10.315,11.372,
NG017,1,State,State,Imo,Imo,imo-ng017,NG017,,,,,,27,305,,5.566,7.033,https://openadmindata.org/ng/states/imo-ng017/
NG017001,2,Local Government Area,Local Government Area,Aboh-Mbaise,Aboh-Mbaise,aboh-mbaise-ng017001,NG017001,,NG017,Imo,Imo,,,12,,5.419,7.259,
NG017002,2,Local Government Area,Local Government Area,Ahiazu-Mbaise,Ahiazu-Mbaise,ahiazu-mbaise-ng017002,NG017002,,NG017,Imo,Imo,,,12,,5.563,7.264,
NG017003,2,Local Government Area,Local Government Area,Ehime-Mbano,Ehime-Mbano,ehime-mbano-ng017003,NG017003,,NG017,Imo,Imo,,,11,,5.688,7.296,
NG017004,2,Local Government Area,Local Government Area,Ezinihitte,Ezinihitte,ezinihitte-ng017004,NG017004,,NG017,Imo,Imo,,,12,,5.473,7.322,
NG017005,2,Local Government Area,Local Government Area,Ideato North,Ideato North,ideato-north-ng017005,NG017005,,NG017,Imo,Imo,,,14,,5.869,7.206,
NG017006,2,Local Government Area,Local Government Area,Ideato South,Ideato South,ideato-south-ng017006,NG017006,,NG017,Imo,Imo,,,13,,5.816,7.123,
NG017007,2,Local Government Area,Local Government Area,Ihitte/Uboma,Ihitte/Uboma,ihitteuboma-ng017007,NG017007,,NG017,Imo,Imo,,,10,,5.647,7.382,
NG017008,2,Local Government Area,Local Government Area,Ikeduru,Ikeduru,ikeduru-ng017008,NG017008,,NG017,Imo,Imo,,,12,,5.563,7.151,
NG017009,2,Local Government Area,Local Government Area,Isiala Mbano,Isiala Mbano,isiala-mbano-ng017009,NG017009,,NG017,Imo,Imo,,,12,,5.681,7.197,
NG017010,2,Local Government Area,Local Government Area,Isu,Isu,isu-ng017010,NG017010,,NG017,Imo,Imo,,,11,,5.688,7.053,
NG017011,2,Local Government Area,Local Government Area,Mbaitoli,Mbaitoli,mbaitoli-ng017011,NG017011,,NG017,Imo,Imo,,,12,,5.598,7.016,
NG017012,2,Local Government Area,Local Government Area,Ngor-Okpala,Ngor-Okpala,ngor-okpala-ng017012,NG017012,,NG017,Imo,Imo,,,11,,5.327,7.158,
NG017013,2,Local Government Area,Local Government Area,Njaba,Njaba,njaba-ng017013,NG017013,,NG017,Imo,Imo,,,11,,5.701,7.001,
NG017014,2,Local Government Area,Local Government Area,Nkwerre,Nkwerre,nkwerre-ng017014,NG017014,,NG017,Imo,Imo,,,10,,5.75,7.1,
NG017015,2,Local Government Area,Local Government Area,Nwangele,Nwangele,nwangele-ng017015,NG017015,,NG017,Imo,Imo,,,11,,5.709,7.12,
NG017016,2,Local Government Area,Local Government Area,Obowo,Obowo,obowo-ng017016,NG017016,,NG017,Imo,Imo,,,10,,5.56,7.361,
NG017017,2,Local Government Area,Local Government Area,Oguta,Oguta,oguta-ng017017,NG017017,,NG017,Imo,Imo,,,11,,5.655,6.781,
NG017018,2,Local Government Area,Local Government Area,Ohaji/Egbema,Ohaji/Egbema,ohajiegbema-ng017018,NG017018,,NG017,Imo,Imo,,,12,,5.426,6.848,
NG017019,2,Local Government Area,Local Government Area,Okigwe,Okigwe,okigwe-ng017019,NG017019,,NG017,Imo,Imo,,,11,,5.821,7.321,
NG017020,2,Local Government Area,Local Government Area,Orlu,Orlu,orlu-ng017020,NG017020,,NG017,Imo,Imo,,,13,,5.819,7.034,
NG017021,2,Local Government Area,Local Government Area,Orsu,Orsu,orsu-ng017021,NG017021,,NG017,Imo,Imo,,,11,,5.846,6.967,
NG017022,2,Local Government Area,Local Government Area,Oru East,Oru East,oru-east-ng017022,NG017022,,NG017,Imo,Imo,,,10,,5.729,6.947,
NG017023,2,Local Government Area,Local Government Area,Oru West,Oru West,oru-west-ng017023,NG017023,,NG017,Imo,Imo,,,10,,5.759,6.906,
NG017024,2,Local Government Area,Local Government Area,Owerri North,Owerri North,owerri-north-ng017024,NG017024,,NG017,Imo,Imo,,,12,,5.432,7.108,
NG017025,2,Local Government Area,Local Government Area,Owerri West,Owerri West,owerri-west-ng017025,NG017025,,NG017,Imo,Imo,,,10,,5.407,6.985,
NG017026,2,Local Government Area,Local Government Area,Owerri-Municipal,Owerri-Municipal,owerri-municipal-ng017026,NG017026,,NG017,Imo,Imo,,,11,,5.48,7.022,
NG017027,2,Local Government Area,Local Government Area,Unuimo,Unuimo,unuimo-ng017027,NG017027,,NG017,Imo,Imo,,,10,,5.797,7.225,
NG018,1,State,State,Jigawa,Jigawa,jigawa-ng018,NG018,,,,,,27,287,,11.981,9.625,https://openadmindata.org/ng/states/jigawa-ng018/
NG018001,2,Local Government Area,Local Government Area,Auyo,Auyo,auyo-ng018001,NG018001,,NG018,Jigawa,Jigawa,,,10,,12.338,9.919,
NG018002,2,Local Government Area,Local Government Area,Babura,Babura,babura-ng018002,NG018002,,NG018,Jigawa,Jigawa,,,11,,12.613,8.838,
NG018003,2,Local Government Area,Local Government Area,Biriniwa,Biriniwa,biriniwa-ng018003,NG018003,,NG018,Jigawa,Jigawa,,,11,,12.825,10.092,
NG018004,2,Local Government Area,Local Government Area,Birni Kudu,Birni Kudu,birni-kudu-ng018004,NG018004,,NG018,Jigawa,Jigawa,,,11,,11.49,9.462,
NG018005,2,Local Government Area,Local Government Area,Buji,Buji,buji-ng018005,NG018005,,NG018,Jigawa,Jigawa,,,10,,11.548,9.715,
NG018006,2,Local Government Area,Local Government Area,Dutse,Dutse,dutse-ng018006,NG018006,,NG018,Jigawa,Jigawa,,,11,,11.805,9.258,
NG018007,2,Local Government Area,Local Government Area,Gagarawa,Gagarawa,gagarawa-ng018007,NG018007,,NG018,Jigawa,Jigawa,,,10,,12.493,9.527,
NG018008,2,Local Government Area,Local Government Area,Garki,Garki,garki-ng018008,NG018008,,NG018,Jigawa,Jigawa,,,11,,12.409,9.108,
NG018009,2,Local Government Area,Local Government Area,Gumel,Gumel,gumel-ng018009,NG018009,,NG018,Jigawa,Jigawa,,,11,,12.632,9.399,
NG018010,2,Local Government Area,Local Government Area,Guri,Guri,guri-ng018010,NG018010,,NG018,Jigawa,Jigawa,,,10,,12.645,10.481,
NG018011,2,Local Government Area,Local Government Area,Gwaram,Gwaram,gwaram-ng018011,NG018011,,NG018,Jigawa,Jigawa,,,11,,11.209,10.071,
NG018012,2,Local Government Area,Local Government Area,Gwiwa,Gwiwa,gwiwa-ng018012,NG018012,,NG018,Jigawa,Jigawa,,,11,,12.744,8.282,
